Name,Value,Type,Offset,Range,Set,Binding,Descriptor Type,Buffer
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7504,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7520,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7528,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7536,,,,,
instances.data[59],[...],struct InstanceData,7552,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7552,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7560,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7568,,,,,
instances.data.flags,0,uint32,7576,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7580,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7584,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7600,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7616,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7632,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7648,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7656,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7664,,,,,
instances.data[60],[...],struct InstanceData,7680,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7680,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7688,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7696,,,,,
instances.data.flags,0,uint32,7704,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7708,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7712,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7728,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7744,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7760,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7776,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7784,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7792,,,,,
instances.data[61],[...],struct InstanceData,7808,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7808,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7816,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7824,,,,,
instances.data.flags,0,uint32,7832,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7836,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7840,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7856,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7872,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,7888,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,7904,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,7912,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,7920,,,,,
instances.data[62],[...],struct InstanceData,7936,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,7936,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,7944,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,7952,,,,,
instances.data.flags,0,uint32,7960,,,,,
instances.data.instance_uniforms_ofs,0,uint32,7964,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,7968,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,7984,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8000,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8016,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8032,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8040,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8048,,,,,
instances.data[63],[...],struct InstanceData,8064,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8064,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8072,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8080,,,,,
instances.data.flags,0,uint32,8088,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8092,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8096,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,8112,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8128,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8144,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8160,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8168,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8176,,,,,
instances.data[64],[...],struct InstanceData,8192,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8192,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8200,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8208,,,,,
instances.data.flags,0,uint32,8216,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8220,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8224,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,8240,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8256,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8272,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8288,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8296,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8304,,,,,
instances.data[65],[...],struct InstanceData,8320,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8320,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8328,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8336,,,,,
instances.data.flags,0,uint32,8344,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8348,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8352,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,8368,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8384,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8400,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8416,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8424,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8432,,,,,
instances.data[66],[...],struct InstanceData,8448,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8448,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8456,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8464,,,,,
instances.data.flags,0,uint32,8472,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8476,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8480,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,8496,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8512,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8528,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8544,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8552,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8560,,,,,
instances.data[67],[...],struct InstanceData,8576,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8576,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8584,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8592,,,,,
instances.data.flags,0,uint32,8600,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8604,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8608,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,8624,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8640,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8656,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8672,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8680,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8688,,,,,
instances.data[68],[...],struct InstanceData,8704,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8704,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8712,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8720,,,,,
instances.data.flags,0,uint32,8728,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8732,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8736,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,8752,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8768,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8784,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8800,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8808,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8816,,,,,
instances.data[69],[...],struct InstanceData,8832,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8832,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8840,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8848,,,,,
instances.data.flags,0,uint32,8856,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8860,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8864,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,8880,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8896,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,8912,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,8928,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,8936,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,8944,,,,,
instances.data[70],[...],struct InstanceData,8960,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,8960,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,8968,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,8976,,,,,
instances.data.flags,0,uint32,8984,,,,,
instances.data.instance_uniforms_ofs,0,uint32,8988,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,8992,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9008,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9024,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9040,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9056,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9064,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9072,,,,,
instances.data[71],[...],struct InstanceData,9088,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9088,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9096,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,9104,,,,,
instances.data.flags,0,uint32,9112,,,,,
instances.data.instance_uniforms_ofs,0,uint32,9116,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,9120,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9136,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9152,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9168,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9184,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9192,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9200,,,,,
instances.data[72],[...],struct InstanceData,9216,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9216,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9224,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,9232,,,,,
instances.data.flags,0,uint32,9240,,,,,
instances.data.instance_uniforms_ofs,0,uint32,9244,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,9248,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9264,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9280,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9296,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9312,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9320,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9328,,,,,
instances.data[73],[...],struct InstanceData,9344,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9344,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9352,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,9360,,,,,
instances.data.flags,0,uint32,9368,,,,,
instances.data.instance_uniforms_ofs,0,uint32,9372,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,9376,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9392,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9408,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9424,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9440,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9448,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9456,,,,,
instances.data[74],[...],struct InstanceData,9472,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9472,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9480,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,9488,,,,,
instances.data.flags,0,uint32,9496,,,,,
instances.data.instance_uniforms_ofs,0,uint32,9500,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,9504,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9520,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9536,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9552,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9568,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9576,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9584,,,,,
instances.data[75],[...],struct InstanceData,9600,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9600,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9608,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,9616,,,,,
instances.data.flags,0,uint32,9624,,,,,
instances.data.instance_uniforms_ofs,0,uint32,9628,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,9632,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9648,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9664,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9680,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9696,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9704,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9712,,,,,
instances.data[76],[...],struct InstanceData,9728,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9728,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9736,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,9744,,,,,
instances.data.flags,0,uint32,9752,,,,,
instances.data.instance_uniforms_ofs,0,uint32,9756,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,9760,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9776,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9792,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9808,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9824,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9832,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9840,,,,,
instances.data[77],[...],struct InstanceData,9856,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9856,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9864,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,9872,,,,,
instances.data.flags,0,uint32,9880,,,,,
instances.data.instance_uniforms_ofs,0,uint32,9884,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,9888,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,9904,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9920,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,9936,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,9952,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,9960,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,9968,,,,,
instances.data[78],[...],struct InstanceData,9984,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,9984,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,9992,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10000,,,,,
instances.data.flags,0,uint32,10008,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10012,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10016,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10032,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10048,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10064,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10080,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10088,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10096,,,,,
instances.data[79],[...],struct InstanceData,10112,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,10112,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,10120,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10128,,,,,
instances.data.flags,0,uint32,10136,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10140,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10144,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10160,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10176,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10192,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10208,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10216,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10224,,,,,
instances.data[80],[...],struct InstanceData,10240,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,10240,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,10248,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10256,,,,,
instances.data.flags,0,uint32,10264,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10268,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10272,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10288,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10304,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10320,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10336,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10344,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10352,,,,,
instances.data[81],[...],struct InstanceData,10368,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,10368,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,10376,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10384,,,,,
instances.data.flags,0,uint32,10392,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10396,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10400,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10416,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10432,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10448,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10464,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10472,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10480,,,,,
instances.data[82],[...],struct InstanceData,10496,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,10496,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,10504,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10512,,,,,
instances.data.flags,0,uint32,10520,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10524,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10528,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10544,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10560,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10576,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10592,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10600,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10608,,,,,
instances.data[83],[...],struct InstanceData,10624,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,10624,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,10632,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10640,,,,,
instances.data.flags,0,uint32,10648,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10652,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10656,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10672,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10688,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10704,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10720,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10728,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10736,,,,,
instances.data[84],[...],struct InstanceData,10752,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,10752,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,10760,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10768,,,,,
instances.data.flags,0,uint32,10776,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10780,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10784,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10800,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10816,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10832,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10848,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10856,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10864,,,,,
instances.data[85],[...],struct InstanceData,10880,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,10880,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,10888,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,10896,,,,,
instances.data.flags,0,uint32,10904,,,,,
instances.data.instance_uniforms_ofs,0,uint32,10908,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,10912,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,10928,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10944,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,10960,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,10976,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,10984,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,10992,,,,,
instances.data[86],[...],struct InstanceData,11008,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,11008,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,11016,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,11024,,,,,
instances.data.flags,0,uint32,11032,,,,,
instances.data.instance_uniforms_ofs,0,uint32,11036,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,11040,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,11056,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11072,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11088,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,11104,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,11112,,,,,
instances.data.lights,"[0, 0, 0, 0]",vec4u,11120,,,,,
instances.data[87],[...],struct InstanceData,11136,,,,,
instances.data.world_x,"[0.00, 0.00]",vec2f,11136,,,,,
instances.data.world_y,"[0.00, 0.00]",vec2f,11144,,,,,
instances.data.world_ofs,"[0.00, 0.00]",vec2f,11152,,,,,
instances.data.flags,0,uint32,11160,,,,,
instances.data.instance_uniforms_ofs,0,uint32,11164,,,,,
instances.data.modulation,"[0.00, 0.00, 0.00, 0.00]",vec4f,11168,,,,,
instances.data.ninepatch_margins,"[0.00, 0.00, 0.00, 0.00]",vec4f,11184,,,,,
instances.data.dst_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11200,,,,,
instances.data.src_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,11216,,,,,
instances.data.pad,"[0.00, 0.00]",vec2f,11232,,,,,
instances.data.color_texture_pixel_size,"[0.00, 0.00]",vec2f,11240,,,,,
